DATE,CLOSING.PRICE
3/18/1994,127.76
3/21/1994,127.01
3/22/1994,126.53
3/23/1994,126.26
3/24/1994,123.31
3/25/1994,121.31
3/28/1994,119.72
3/29/1994,116.6
3/30/1994,115.63
3/31/1994,116.99
4/4/1994,115.43
4/5/1994,119.39
4/6/1994,119.6
4/7/1994,120.58
4/8/1994,118.79
4/11/1994,118.43
4/12/1994,114.99
4/13/1994,112.47
4/14/1994,112.64
4/15/1994,112.09
4/18/1994,110.8
4/19/1994,109.62
4/20/1994,108.45
4/21/1994,112.79
4/22/1994,113.53
4/25/1994,115.78
4/26/1994,116.31
4/28/1994,115.69
4/29/1994,116.71
5/2/1994,118.78
5/3/1994,117.67
5/4/1994,117.7
5/5/1994,117.56
5/6/1994,116.38
5/9/1994,114.6
5/10/1994,115.11
5/11/1994,113.4
5/12/1994,113.66
5/13/1994,112.79
5/16/1994,111.2
5/17/1994,111.11
5/18/1994,114.33
5/19/1994,115.68
5/20/1994,115.46
5/23/1994,115.52
5/24/1994,117.52
5/25/1994,117.79
5/26/1994,116.99
5/27/1994,116.88
5/31/1994,117.32
6/1/1994,118.39
6/2/1994,118.44
6/3/1994,117.79
6/6/1994,117.36
6/7/1994,116.19
6/8/1994,113.5
6/9/1994,113.04
6/10/1994,114.57
6/13/1994,114.47
6/14/1994,115.55
6/15/1994,115.73
6/16/1994,115.66
6/17/1994,113.97
6/20/1994,112.56
6/21/1994,109.86
6/22/1994,111.25
6/23/1994,109.02
6/24/1994,108.15
6/27/1994,111.01
6/28/1994,111.62
6/29/1994,112.21
6/30/1994,111.22
7/1/1994,111.38
7/5/1994,110.96
7/6/1994,110.17
7/7/1994,112.14
7/8/1994,112.79
7/11/1994,113.19
7/12/1994,114.79
7/13/1994,117.29
7/14/1994,117.42
7/15/1994,115.86
7/18/1994,115.89
7/19/1994,114.54
7/20/1994,112.26
7/21/1994,112.92
7/22/1994,113.26
7/25/1994,113.19
7/26/1994,113.17
7/27/1994,113.43
7/28/1994,113.75
7/29/1994,116.41
8/1/1994,117.11
8/2/1994,117.11
8/3/1994,116.82
8/4/1994,116.1
8/5/1994,116.67
8/8/1994,117.71
8/9/1994,118.46
8/10/1994,120.73
8/11/1994,120.71
8/12/1994,120.9
8/15/1994,121.24
8/16/1994,123.09
8/17/1994,124.79
8/18/1994,124.45
8/19/1994,124.76
8/22/1994,124.83
8/23/1994,125.78
8/24/1994,125.87
8/25/1994,126.92
8/26/1994,128.55
8/29/1994,128.32
8/30/1994,129.17
8/31/1994,127.99
9/1/1994,126.06
9/2/1994,125.89
9/6/1994,126.07
9/7/1994,127.28
9/8/1994,128.48
9/9/1994,126.98
9/12/1994,126.04
9/13/1994,127.17
9/14/1994,127.67
9/15/1994,130.45
9/16/1994,130.53
9/19/1994,130.32
9/20/1994,128.2
9/21/1994,127.59
9/22/1994,127.82
9/23/1994,127.07
9/26/1994,126.86
9/27/1994,127.08
9/28/1994,127.7
9/29/1994,127.33
9/30/1994,127.54
10/3/1994,126.74
10/4/1994,123.71
10/5/1994,124.71
10/6/1994,122.96
10/7/1994,124.83
10/10/1994,127.1
10/11/1994,128.95
10/12/1994,128.74
10/13/1994,128.23
10/14/1994,128.14
10/17/1994,127.71
10/18/1994,128.19
10/19/1994,130.43
10/20/1994,130.11
10/21/1994,130.32
10/24/1994,129.68
10/25/1994,129.35
10/26/1994,130.84
10/27/1994,131.79
10/28/1994,134.11
10/31/1994,134.05
11/1/1994,133.04
11/2/1994,133.44
11/3/1994,133.39
11/4/1994,131.04
11/7/1994,130.44
11/8/1994,132.21
11/9/1994,132.79
11/10/1994,131.57
11/11/1994,131.74
11/14/1994,133.74
11/15/1994,134.38
11/16/1994,134.68
11/17/1994,134.05
11/18/1994,134.59
11/21/1994,133.71
11/22/1994,129.5
11/23/1994,128.47
11/25/1994,130.18
11/28/1994,131.37
11/29/1994,132.82
11/30/1994,132.09
12/1/1994,129.61
12/2/1994,131.01
12/5/1994,132.04
12/6/1994,131.81
12/7/1994,130.27
12/8/1994,126.28
12/9/1994,127.36
12/12/1994,127.6
12/13/1994,127.46
12/14/1994,129.35
12/15/1994,130.82
12/16/1994,130.64
12/19/1994,130.03
12/20/1994,130.12
12/21/1994,132.49
12/22/1994,133.23
12/23/1994,134.32
12/27/1994,136.21
12/28/1994,135.32
12/29/1994,136.96
12/30/1994,136.6
1/3/1995,134.2
1/4/1995,134.62
1/5/1995,134.57
1/6/1995,135.43
1/9/1995,136.88
1/10/1995,138.91
1/11/1995,138.36
1/12/1995,138.89
1/13/1995,139.7
1/16/1995,141.15
1/17/1995,141.82
1/18/1995,142.36
1/19/1995,141.95
1/20/1995,139.21
1/23/1995,138.18
1/24/1995,139.12
1/25/1995,137.09
1/26/1995,135.9
1/27/1995,136.43
1/30/1995,134.1
1/31/1995,135.12
2/1/1995,135.81
2/2/1995,137.04
2/3/1995,138.18
2/6/1995,139.66
2/7/1995,139.39
2/8/1995,140.45
2/9/1995,141.77
2/10/1995,143.32
2/13/1995,143.12
2/14/1995,143.4
2/15/1995,143.9
2/16/1995,145.01
2/17/1995,142.66
2/21/1995,142.2
2/22/1995,143.16
2/23/1995,143.56
2/24/1995,143.29
2/27/1995,141.63
2/28/1995,143.89
3/1/1995,144.29
3/2/1995,144.37
3/3/1995,146.51
3/6/1995,147.09
3/7/1995,145.1
3/8/1995,145.6
3/9/1995,146.18
3/10/1995,147.7
3/13/1995,148.54
3/14/1995,149.26
3/15/1995,148.76
3/16/1995,148.99
3/17/1995,148.55
3/20/1995,149.76
3/21/1995,150.09
3/22/1995,150.07
3/23/1995,151.15
3/24/1995,153.03
3/27/1995,153.95
3/28/1995,154.71
3/29/1995,152.2
3/30/1995,150.24
3/31/1995,149.45
4/3/1995,149.89
4/4/1995,147.71
4/5/1995,148.35
4/6/1995,148.22
4/7/1995,148.85
4/10/1995,150.85
4/11/1995,151.24
4/12/1995,153.1
4/13/1995,153.96
4/17/1995,151.88
4/18/1995,151.09
4/19/1995,149.21
4/20/1995,150.2
4/21/1995,152.15
4/24/1995,155.12
4/25/1995,156.08
4/26/1995,158.28
4/27/1995,159.48
4/28/1995,159.88
5/1/1995,158.07
5/2/1995,158.49
5/3/1995,161.21
5/4/1995,161.38
5/5/1995,160.1
5/8/1995,161.54
5/9/1995,161.23
5/10/1995,160.96
5/11/1995,162.79
5/12/1995,163.95
5/15/1995,165.02
5/16/1995,165.68
5/17/1995,167.77
5/18/1995,165.96
5/19/1995,165.65
5/22/1995,167.42
5/23/1995,170.87
5/24/1995,169.03
5/25/1995,169.05
5/26/1995,165.93
5/30/1995,161.24
5/31/1995,163.26
6/1/1995,165.1
6/2/1995,166.1
6/5/1995,168.43
6/6/1995,167.07
6/7/1995,167.38
6/8/1995,168.78
6/9/1995,168.79
6/12/1995,169.93
6/13/1995,171.67
6/14/1995,172.81
6/15/1995,174.07
6/16/1995,175.4
6/19/1995,180.12
6/20/1995,182.49
6/21/1995,181.23
6/22/1995,184.3
6/23/1995,184.29
6/26/1995,181.36
6/27/1995,179.45
6/28/1995,178.93
6/29/1995,181.16
6/30/1995,181.69
7/3/1995,182.18
7/5/1995,183.38
7/6/1995,186.82
7/7/1995,190.6
7/10/1995,190.32
7/11/1995,188.26
7/12/1995,193.38
7/13/1995,193.66
7/14/1995,194.05
7/17/1995,195.55
7/18/1995,191.51
7/19/1995,182.8
7/20/1995,184.75
7/21/1995,185.97
7/24/1995,191.26
7/25/1995,194.13
7/26/1995,195.54
7/27/1995,198.36
7/28/1995,196.96
7/31/1995,195.23
8/1/1995,191.91
8/2/1995,188.61
8/3/1995,188.42
8/4/1995,190.22
8/7/1995,190.82
8/8/1995,191.95
8/9/1995,194.92
8/10/1995,193.69
8/11/1995,195.4
8/14/1995,199.17
8/15/1995,200.12
8/16/1995,205.17
8/17/1995,205.72
8/18/1995,205.35
8/21/1995,199.7
8/22/1995,202.38
8/23/1995,203.41
8/24/1995,201.71
8/25/1995,200.33
8/28/1995,196.43
8/29/1995,194.79
8/30/1995,196.11
8/31/1995,198.38
9/1/1995,197.89
9/5/1995,204.13
9/6/1995,206.4
9/7/1995,206.96
9/8/1995,208.63
9/11/1995,210.26
9/12/1995,208.73
9/13/1995,209.34
9/14/1995,208.6
9/15/1995,204.12
9/18/1995,206.23
9/19/1995,210.35
9/20/1995,211
9/21/1995,207.98
9/22/1995,206.64
9/25/1995,204.71
9/26/1995,202.57
9/27/1995,200.67
9/28/1995,206.87
9/29/1995,203.66
10/2/1995,200.36
10/3/1995,198.55
10/4/1995,193.13
10/5/1995,196.97
10/6/1995,195.43
10/9/1995,188.12
10/10/1995,187.2
10/11/1995,191.43
10/12/1995,195.43
10/13/1995,196.35
10/16/1995,195.09
10/17/1995,202.07
10/18/1995,205.6
10/19/1995,205.86
10/20/1995,202.18
10/23/1995,204.73
10/24/1995,204.37
10/25/1995,200.94
10/26/1995,199.83
10/27/1995,202.42
10/30/1995,206.96
10/31/1995,204.78
11/1/1995,204.87
11/2/1995,208.8
11/3/1995,212.1
11/6/1995,210.62
11/7/1995,205.04
11/8/1995,204.68
11/9/1995,211.24
11/10/1995,212.08
11/13/1995,210.65
11/14/1995,204.78
11/15/1995,205.49
11/16/1995,206.35
11/17/1995,205.4
11/20/1995,198.91
11/21/1995,197.48
11/22/1995,196.1
11/24/1995,198.68
11/27/1995,198.9
11/28/1995,206.03
11/29/1995,207.27
11/30/1995,207.77
12/1/1995,204.76
12/4/1995,208.64
12/5/1995,208.47
12/6/1995,206.47
12/7/1995,205.5
12/8/1995,208.82
12/11/1995,208.75
12/12/1995,205.14
12/13/1995,205.72
12/14/1995,198.73
12/15/1995,196.63
12/18/1995,190.18
12/19/1995,198.83
12/20/1995,197.01
12/21/1995,201.61
12/22/1995,203.32
12/26/1995,203.62
12/27/1995,202.32
12/28/1995,200.32
12/29/1995,201.77
1/2/1996,202.62
1/3/1996,199.04
1/4/1996,195.29
1/5/1996,195.49
1/8/1996,194.84
1/9/1996,186.33
1/10/1996,184.47
1/11/1996,189.94
1/12/1996,188.39
1/15/1996,182.81
1/16/1996,186.87
1/17/1996,188.24
1/18/1996,191.22
1/19/1996,195.45
1/22/1996,198.9
1/23/1996,199.05
1/24/1996,203.16
1/25/1996,200.55
1/26/1996,202.01
1/29/1996,202.14
1/30/1996,204.65
1/31/1996,206.52
2/1/1996,208.98
2/2/1996,209.23
2/5/1996,213.89
2/6/1996,215.98
2/7/1996,214.47
2/8/1996,216.33
2/9/1996,215.99
2/12/1996,216.91
2/13/1996,213.7
2/14/1996,212.89
2/15/1996,213.11
2/16/1996,212.94
2/20/1996,211.66
2/21/1996,215.14
2/22/1996,220.78
2/23/1996,220.16
2/26/1996,218.66
2/27/1996,216.45
2/28/1996,216.22
2/29/1996,212.46
3/1/1996,205.73
3/4/1996,204.74
3/5/1996,208.6
3/6/1996,205.74
3/7/1996,206.34
3/8/1996,200.49
3/11/1996,204.06
3/12/1996,202.28
3/13/1996,205.62
3/14/1996,206.03
3/15/1996,208.32
3/18/1996,212.62
3/19/1996,210.82
3/20/1996,206.46
3/21/1996,204.56
3/22/1996,204.71
3/25/1996,199.94
3/26/1996,199.07
3/27/1996,200.93
3/28/1996,200.44
3/29/1996,201.17
4/1/1996,201.94
4/2/1996,203.38
4/3/1996,205.04
4/4/1996,204.08
4/8/1996,202.99
4/9/1996,203.39
4/10/1996,203.07
4/11/1996,201.05
4/12/1996,201.04
4/15/1996,203.73
4/16/1996,207.46
4/17/1996,204.97
4/18/1996,208.11
4/19/1996,208.6
4/22/1996,211.75
4/23/1996,216.57
4/24/1996,220.14
4/25/1996,222.12
4/26/1996,221.93
4/29/1996,221.62
4/30/1996,221.48
5/1/1996,223.3
5/2/1996,219.63
5/3/1996,219.98
5/6/1996,221.04
5/7/1996,219.97
5/8/1996,219.3
5/9/1996,218.82
5/10/1996,221.23
5/13/1996,226.55
5/14/1996,228.12
5/15/1996,228.31
5/16/1996,228.11
5/17/1996,228.38
5/20/1996,229.52
5/21/1996,227
5/22/1996,226.25
5/23/1996,225.17
5/24/1996,224.46
5/28/1996,222.73
5/29/1996,220.35
5/30/1996,222.05
5/31/1996,223.52
6/3/1996,221.42
6/4/1996,222.49
6/5/1996,223.01
6/6/1996,218.61
6/7/1996,218.96
6/10/1996,218.88
6/11/1996,218.1
6/12/1996,218.81
6/13/1996,216.74
6/14/1996,213.73
6/17/1996,212.17
6/18/1996,208.22
6/19/1996,208.91
6/20/1996,208.11
6/21/1996,207.8
6/24/1996,208.82
6/25/1996,206.2
6/26/1996,201.77
6/27/1996,205.71
6/28/1996,208.01
7/1/1996,211.22
7/2/1996,208.81
7/3/1996,206.13
7/5/1996,202.3
7/8/1996,200.48
7/9/1996,200.52
7/10/1996,198.54
7/11/1996,190.15
7/12/1996,190.11
7/15/1996,182.18
7/16/1996,182.78
7/17/1996,187.96
7/18/1996,193.36
7/19/1996,189.63
7/22/1996,185.64
7/23/1996,179.24
7/24/1996,181.03
7/25/1996,186.52
7/26/1996,191.34
7/29/1996,187.68
7/30/1996,190.2
7/31/1996,191.95
8/1/1996,194.96
8/2/1996,199.79
8/5/1996,197.63
8/6/1996,199.24
8/7/1996,203.96
8/8/1996,203.86
8/9/1996,202.95
8/12/1996,203.04
8/13/1996,199.52
8/14/1996,201.27
8/15/1996,202.22
8/16/1996,201.82
8/19/1996,201.54
8/20/1996,199.92
8/21/1996,202
8/22/1996,205.78
8/23/1996,205.24
8/26/1996,203.39
8/27/1996,205.58
8/28/1996,207.02
8/29/1996,205.36
8/30/1996,203.68
9/3/1996,203.34
9/4/1996,203.94
9/5/1996,199.41
9/6/1996,202.69
9/9/1996,204
9/10/1996,204.67
9/11/1996,205.22
9/12/1996,206.73
9/13/1996,212.31
9/16/1996,215.14
9/17/1996,218.68
9/18/1996,218.54
9/19/1996,220.4
9/20/1996,222.5
9/23/1996,220.46
9/24/1996,222.7
9/25/1996,224.61
9/26/1996,224.17
9/27/1996,222.82
9/30/1996,222
10/1/1996,220.28
10/2/1996,222.65
10/3/1996,220.98
10/4/1996,224.43
10/7/1996,225.88
10/8/1996,225.19
10/9/1996,226.24
10/10/1996,225.93
10/11/1996,228.55
10/14/1996,230.64
10/15/1996,230.2
10/16/1996,227.63
10/17/1996,224.76
10/18/1996,225.18
10/21/1996,223.32
10/22/1996,219.74
10/23/1996,221.74
10/24/1996,220.66
10/25/1996,218.19
10/28/1996,216.53
10/29/1996,213.46
10/30/1996,215.29
10/31/1996,218.59
11/1/1996,218
11/4/1996,217.42
11/5/1996,221.2
11/6/1996,225.89
11/7/1996,228.45
11/8/1996,229.46
11/11/1996,231.89
11/12/1996,230.35
11/13/1996,231.77
11/14/1996,235.5
11/15/1996,235.54
11/18/1996,234.37
11/19/1996,238.27
11/20/1996,239.3
11/21/1996,238.82
11/22/1996,244.94
11/25/1996,244.98
11/26/1996,245.29
11/27/1996,247.09
11/29/1996,248.12
12/2/1996,252.7
12/3/1996,253.07
12/4/1996,252.21
12/5/1996,252.21
12/6/1996,250.53
12/9/1996,256.55
12/10/1996,253.9
12/11/1996,252.72
12/12/1996,248.97
12/13/1996,246.06
12/16/1996,239.22
12/17/1996,240.22
12/18/1996,247.97
12/19/1996,250.09
12/20/1996,247.77
12/23/1996,244.31
12/24/1996,245.95
12/26/1996,248.11
12/27/1996,245.64
12/30/1996,243.8
12/31/1996,242.19
1/2/1997,240.05
1/3/1997,247.49
1/6/1997,249.59
1/7/1997,251.51
1/8/1997,250.07
1/9/1997,252
1/10/1997,255.24
1/13/1997,255.06
1/14/1997,259.12
1/15/1997,256.05
1/16/1997,258.32
1/17/1997,260.57
1/20/1997,262
1/21/1997,265.37
1/22/1997,265.39
1/23/1997,264.34
1/24/1997,260.76
1/27/1997,258.49
1/28/1997,259.67
1/29/1997,261.59
1/30/1997,267.04
1/31/1997,267.7
2/3/1997,265.54
2/4/1997,263.94
2/5/1997,256.7
2/6/1997,257.42
2/7/1997,261.28
2/10/1997,254.39
2/11/1997,254.11
2/12/1997,262.57
2/13/1997,267.13
2/14/1997,266.31
2/18/1997,267.58
2/19/1997,269.19
2/20/1997,264.85
2/21/1997,261.1
2/24/1997,264.15
2/25/1997,265.37
2/26/1997,265.09
2/27/1997,256.93
2/28/1997,256.34
3/3/1997,257.6
3/4/1997,259.76
3/5/1997,262.65
3/6/1997,259.27
3/7/1997,258.27
3/10/1997,260.13
3/11/1997,258.96
3/12/1997,256.44
3/13/1997,254.52
3/14/1997,254.49
3/17/1997,250.68
3/18/1997,246.87
3/19/1997,241.28
3/20/1997,246.33
3/21/1997,244.84
3/24/1997,243.92
3/25/1997,245.81
3/26/1997,251.54
3/27/1997,247.39
3/31/1997,241.96
4/1/1997,240.58
4/2/1997,238.87
4/3/1997,241.16
4/4/1997,249.77
4/7/1997,252.7
4/8/1997,255.54
4/9/1997,250.86
4/10/1997,246.89
4/11/1997,239.92
4/14/1997,241.21
4/15/1997,240.38
4/16/1997,239.58
4/17/1997,241.42
4/18/1997,239.17
4/21/1997,233.89
4/22/1997,237.5
4/23/1997,241.59
4/24/1997,242.99
4/25/1997,235.37
4/28/1997,237.57
4/29/1997,246.22
4/30/1997,250.22
5/1/1997,253.91
5/2/1997,263.05
5/5/1997,271
5/6/1997,267.51
5/7/1997,267.25
5/8/1997,269.23
5/9/1997,270.21
5/12/1997,271.7
5/13/1997,268.69
5/14/1997,269.11
5/15/1997,275.06
5/16/1997,269.75
5/19/1997,268.95
5/20/1997,274.3
5/21/1997,275.81
5/22/1997,274.16
5/23/1997,278.46
5/27/1997,285.81
5/28/1997,286.61
5/29/1997,281.49
5/30/1997,280.38
6/2/1997,281.72
6/3/1997,272.16
6/4/1997,270.66
6/5/1997,272.67
6/6/1997,276.34
6/9/1997,278.28
6/10/1997,274.12
6/11/1997,274.61
6/12/1997,276.12
6/13/1997,279.44
6/16/1997,282.95
6/17/1997,287.92
6/18/1997,284.24
6/19/1997,287.46
6/20/1997,286.27
6/23/1997,283.39
6/24/1997,288.33
6/25/1997,286.69
6/26/1997,282.89
6/27/1997,282.98
6/30/1997,282.25
7/1/1997,283.71
7/2/1997,289.78
7/3/1997,293.34
7/7/1997,294.7
7/8/1997,300.06
7/9/1997,301.83
7/10/1997,301.95
7/11/1997,307.44
7/14/1997,313.19
7/15/1997,316.53
7/16/1997,323.16
7/17/1997,320.43
7/18/1997,315.15
7/21/1997,312.14
7/22/1997,319.72
7/23/1997,324.5
7/24/1997,324.38
7/25/1997,321.95
7/28/1997,319.16
7/29/1997,318.55
7/30/1997,323.73
7/31/1997,325.76
8/1/1997,327.56
8/4/1997,330.48
8/5/1997,336.6
8/6/1997,337.74
8/7/1997,335.7
8/8/1997,329.29
8/11/1997,325.44
8/12/1997,323.13
8/13/1997,324.62
8/14/1997,326.37
8/15/1997,320.84
8/18/1997,323.55
8/19/1997,332.17
8/20/1997,338.71
8/21/1997,333.16
8/22/1997,331.75
8/25/1997,333.98
8/26/1997,330.55
8/27/1997,329.5
8/28/1997,325.13
8/29/1997,325.27
9/2/1997,332.5
9/3/1997,332.16
9/4/1997,333.96
9/5/1997,334.98
9/8/1997,333.25
9/9/1997,333.41
9/10/1997,328.26
9/11/1997,329.96
9/12/1997,330.79
9/15/1997,326.37
9/16/1997,334.58
9/17/1997,333.76
9/18/1997,335.51
9/19/1997,338.61
9/22/1997,343.99
9/23/1997,343.78
9/24/1997,339.05
9/25/1997,336.82
9/26/1997,336.11
9/29/1997,339.89
9/30/1997,336.19
10/1/1997,332.77
10/2/1997,337.27
10/3/1997,339.46
10/6/1997,338.38
10/7/1997,342.42
10/8/1997,345.21
10/9/1997,345.03
10/10/1997,345.91
10/13/1997,347.51
10/14/1997,343.81
10/15/1997,343.17
10/16/1997,335.32
10/17/1997,326.15
10/20/1997,328.75
10/21/1997,333.73
10/22/1997,332.7
10/23/1997,321.64
10/24/1997,313.57
10/27/1997,287.44
10/28/1997,305.69
10/29/1997,303.77
10/30/1997,294.79
10/31/1997,301.6
11/3/1997,312.07
11/4/1997,315.43
11/5/1997,317.61
11/6/1997,312.79
11/7/1997,305.64
11/10/1997,300.51
11/11/1997,299.2
11/12/1997,288.76
11/13/1997,293.81
11/14/1997,301.11
11/17/1997,309.15
11/18/1997,303.59
11/19/1997,303.07
11/20/1997,309.52
11/21/1997,307.22
11/24/1997,298.67
11/25/1997,300.88
11/26/1997,301.75
11/28/1997,302.36
12/1/1997,311.31
12/2/1997,303.77
12/3/1997,304.86
12/4/1997,303.19
12/5/1997,308.98
12/8/1997,310.64
12/9/1997,302.22
12/10/1997,295.52
12/11/1997,285.45
12/12/1997,278.58
12/15/1997,279.33
12/16/1997,285.26
12/17/1997,283.36
12/18/1997,278.14
12/19/1997,280.88
12/22/1997,283.79
12/23/1997,278.69
12/24/1997,276.23
12/26/1997,278.25
12/29/1997,282.77
12/30/1997,288.36
12/31/1997,290.56
1/2/1998,295.29
1/5/1998,298.53
1/6/1998,295.56
1/7/1998,290.75
1/8/1998,290.88
1/9/1998,277.26
1/12/1998,278.24
1/13/1998,286.49
1/14/1998,286.87
1/15/1998,285.62
1/16/1998,287.44
1/20/1998,294.87
1/21/1998,293.58
1/22/1998,290.05
1/23/1998,291.69
1/26/1998,287.77
1/27/1998,291.42
1/28/1998,298.76
1/29/1998,300.16
1/30/1998,302.4
2/2/1998,310.49
2/3/1998,313.4
2/4/1998,315.89
2/5/1998,314.17
2/6/1998,317.56
2/9/1998,316.89
2/10/1998,324.15
2/11/1998,325.69
2/12/1998,327.71
2/13/1998,326.93
2/17/1998,325.24
2/18/1998,329.42
2/19/1998,332.41
2/20/1998,331.54
2/23/1998,335.07
2/24/1998,329.86
2/25/1998,337.01
2/26/1998,341.75
2/27/1998,339.41
3/2/1998,333.66
3/3/1998,331.05
3/4/1998,333.11
3/5/1998,322.23
3/6/1998,329.01
3/9/1998,322.51
3/10/1998,328.63
3/11/1998,331.62
3/12/1998,334.33
3/13/1998,336.59
3/16/1998,339.65
3/17/1998,337.26
3/18/1998,339.4
3/19/1998,342.23
3/20/1998,337.79
3/23/1998,339.91
3/24/1998,343.53
3/25/1998,345.31
3/26/1998,346.27
3/27/1998,344.65
3/30/1998,343.05
3/31/1998,345.98
4/1/1998,351.88
4/2/1998,352.31
4/3/1998,350.48
4/6/1998,346.39
4/7/1998,338.37
4/8/1998,339.58
4/9/1998,340.93
4/13/1998,340.06
4/14/1998,344.77
4/15/1998,351.56
4/16/1998,345.52
4/17/1998,349.03
4/20/1998,354.3
4/21/1998,359.15
4/22/1998,360.66
4/23/1998,354.49
4/24/1998,356.5
4/27/1998,347.65
4/28/1998,350.13
4/29/1998,356.3
4/30/1998,359.39
5/1/1998,360.53
5/4/1998,361.96
5/5/1998,361.17
5/6/1998,358.48
5/7/1998,355.46
5/8/1998,361.29
5/11/1998,356.8
5/12/1998,360.01
5/13/1998,361.76
5/14/1998,357.92
5/15/1998,351.01
5/18/1998,349.88
5/19/1998,352.99
5/20/1998,347.98
5/21/1998,343.64
5/22/1998,339.91
5/26/1998,334.23
5/27/1998,333.07
5/28/1998,335.05
5/29/1998,330.87
6/1/1998,322.81
6/2/1998,326.17
6/3/1998,322.24
6/4/1998,328.67
6/5/1998,332.6
6/8/1998,334.57
6/9/1998,338.84
6/10/1998,331.61
6/11/1998,325.45
6/12/1998,323.42
6/15/1998,318.24
6/16/1998,325.02
6/17/1998,327.28
6/18/1998,326.28
6/19/1998,325.09
6/22/1998,329.99
6/23/1998,337.66
6/24/1998,343.65
6/25/1998,342.74
6/26/1998,342.94
6/29/1998,346.47
6/30/1998,345.95
7/1/1998,350.25
7/2/1998,345.21
7/6/1998,350.05
7/7/1998,351.22
7/8/1998,356.05
7/9/1998,355.17
7/10/1998,354.94
7/13/1998,358.41
7/14/1998,356.96
7/15/1998,364.51
7/16/1998,367.91
7/17/1998,369.12
7/20/1998,371.51
7/21/1998,365.82
7/22/1998,359.43
7/23/1998,352.55
7/24/1998,349.3
7/27/1998,351.36
7/28/1998,347.67
7/29/1998,343.13
7/30/1998,351.97
7/31/1998,344.98
8/3/1998,342.44
8/4/1998,332.77
8/5/1998,334.88
8/6/1998,342.18
8/7/1998,347.51
8/10/1998,345.63
8/11/1998,337.62
8/12/1998,344.05
8/13/1998,339.5
8/14/1998,337.19
8/17/1998,343.64
8/18/1998,352.87
8/19/1998,349.71
8/20/1998,345.85
8/21/1998,341.29
8/24/1998,339.95
8/25/1998,340.46
8/26/1998,335.41
8/27/1998,317.9
8/28/1998,307.36
8/31/1998,280.25
9/1/1998,296.71
9/2/1998,300.29
9/3/1998,295.08
9/4/1998,294.68
9/8/1998,316.02
9/9/1998,309.04
9/10/1998,303.9
9/11/1998,312.5
9/14/1998,316.21
9/15/1998,317.25
9/16/1998,321.17
9/17/1998,312.7
9/18/1998,313.55
9/21/1998,319.6
9/22/1998,322.98
9/23/1998,334.91
9/24/1998,327.9
9/25/1998,331.34
9/28/1998,331.2
9/29/1998,329.5
9/30/1998,319.79
10/1/1998,303.26
10/2/1998,304.48
10/5/1998,291.16
10/6/1998,288.93
10/7/1998,284.07
10/8/1998,277.81
10/9/1998,292.72
10/12/1998,304.43
10/13/1998,297.58
10/14/1998,304.45
10/15/1998,317.78
10/16/1998,319.93
10/19/1998,327.09
10/20/1998,323.88
10/21/1998,331.17
10/22/1998,336.01
10/23/1998,336.1
10/26/1998,341.73
10/27/1998,339.61
10/28/1998,345.78
10/29/1998,353.9
10/30/1998,356.02
11/2/1998,362.74
11/3/1998,358
11/4/1998,368.3
11/5/1998,370.77
11/6/1998,374.83
11/9/1998,375.01
11/10/1998,376.21
11/11/1998,376.41
11/12/1998,378.28
11/13/1998,377.66
11/16/1998,379.66
11/17/1998,381.37
11/18/1998,388.62
11/19/1998,392.56
11/20/1998,394.15
11/23/1998,407.31
11/24/1998,402.86
11/25/1998,405.79
11/27/1998,410.21
11/30/1998,395.43
12/1/1998,405.39
12/2/1998,409.24
12/3/1998,403.55
12/4/1998,413.55
12/7/1998,420.61
12/8/1998,425.28
12/9/1998,422.54
12/10/1998,412.02
12/11/1998,412.42
12/14/1998,400.21
12/15/1998,409.02
12/16/1998,406.99
12/17/1998,416.83
12/18/1998,423.5
12/21/1998,437.49
12/22/1998,436.15
12/23/1998,442.31
12/24/1998,440.64
12/28/1998,446.54
12/29/1998,445.52
12/30/1998,444.12
12/31/1998,449.21
1/4/1999,450.95
1/5/1999,462.51
1/6/1999,475.32
1/7/1999,478.54
1/8/1999,481.13
1/11/1999,492.84
1/12/1999,481.65
1/13/1999,482.22
1/14/1999,472.42
1/15/1999,486.72
1/19/1999,492.07
1/20/1999,488.74
1/21/1999,475.64
1/22/1999,473.59
1/25/1999,480
1/26/1999,497.97
1/27/1999,493.72
1/28/1999,508.17
1/29/1999,515.04
2/1/1999,511
2/2/1999,500.85
2/3/1999,512.18
2/4/1999,494.6
2/5/1999,483.37
2/8/1999,488.27
2/9/1999,465.93
2/10/1999,469.76
2/11/1999,492.85
2/12/1999,479.05
2/16/1999,477.28
2/17/1999,462.24
2/18/1999,467.59
2/19/1999,471.39
2/22/1999,487.12
2/23/1999,494.57
2/24/1999,486.25
2/25/1999,476.47
2/26/1999,462.12
3/1/1999,465.23
3/2/1999,456.72
3/3/1999,456.46
3/4/1999,461.46
3/5/1999,472.86
3/8/1999,485.52
3/9/1999,478.94
3/10/1999,481.89
3/11/1999,483.03
3/12/1999,476.67
3/15/1999,486.08
3/16/1999,490.64
3/17/1999,489.2
3/18/1999,493.8
3/19/1999,484.74
3/22/1999,481.41
3/23/1999,466.28
3/24/1999,474.16
3/25/1999,488.46
3/26/1999,486.67
3/29/1999,503.04
3/30/1999,498.19
3/31/1999,497.34
4/1/1999,506.33
4/5/1999,523.77
